ts,price,volume
,TCS.BO,TCS.BO
2025-11-07 05:46:00+00:00,2979.0,126
2025-11-07 05:47:00+00:00,2976.64990234375,72
2025-11-07 05:48:00+00:00,2978.550048828125,108
2025-11-07 05:49:00+00:00,2978.75,36
2025-11-07 05:50:00+00:00,2978.949951171875,39
2025-11-07 05:51:00+00:00,2978.0,64
2025-11-07 05:52:00+00:00,2980.0,2126
2025-11-07 05:53:00+00:00,2978.75,354
2025-11-07 05:54:00+00:00,2979.75,19
2025-11-07 05:55:00+00:00,2980.0,78
2025-11-07 05:56:00+00:00,2980.050048828125,151
2025-11-07 05:57:00+00:00,2979.949951171875,35
2025-11-07 05:58:00+00:00,2978.75,17
2025-11-07 05:59:00+00:00,2979.75,318
2025-11-07 06:00:00+00:00,2980.10009765625,69
2025-11-07 06:01:00+00:00,2980.25,103
2025-11-07 06:02:00+00:00,2980.35009765625,36
2025-11-07 06:03:00+00:00,2978.0,122
2025-11-07 06:04:00+00:00,2978.0,78
2025-11-07 06:05:00+00:00,2979.0,21
2025-11-07 06:06:00+00:00,2978.949951171875,70
2025-11-07 06:07:00+00:00,2978.39990234375,148
2025-11-07 06:08:00+00:00,2978.0,25
2025-11-07 06:09:00+00:00,2978.10009765625,261
2025-11-07 06:10:00+00:00,2976.89990234375,167
2025-11-07 06:11:00+00:00,2977.0,58
2025-11-07 06:12:00+00:00,2977.949951171875,111
2025-11-07 06:13:00+00:00,2976.800048828125,95
2025-11-07 06:14:00+00:00,2976.0,24
2025-11-07 06:15:00+00:00,2976.0,4167
2025-11-07 06:16:00+00:00,2978.60009765625,541
2025-11-07 06:17:00+00:00,2979.0,20
2025-11-07 06:18:00+00:00,2978.0,51
2025-11-07 06:19:00+00:00,2974.60009765625,378
2025-11-07 06:20:00+00:00,2974.10009765625,55
2025-11-07 06:21:00+00:00,2974.5,825
2025-11-07 06:22:00+00:00,2975.0,340
2025-11-07 06:23:00+00:00,2976.199951171875,249
2025-11-07 06:24:00+00:00,2977.64990234375,46
2025-11-07 06:25:00+00:00,2977.699951171875,55
2025-11-07 06:26:00+00:00,2978.85009765625,43
2025-11-07 06:27:00+00:00,2976.800048828125,192
2025-11-07 06:28:00+00:00,2977.050048828125,15
2025-11-07 06:29:00+00:00,2977.050048828125,85
2025-11-07 06:30:00+00:00,2976.449951171875,215
2025-11-07 06:31:00+00:00,2978.050048828125,169
2025-11-07 06:32:00+00:00,2976.60009765625,17
2025-11-07 06:33:00+00:00,2976.550048828125,37
2025-11-07 06:34:00+00:00,2975.300048828125,79
2025-11-07 06:35:00+00:00,2976.35009765625,49
2025-11-07 06:36:00+00:00,2976.0,44
2025-11-07 06:37:00+00:00,2975.0,28
2025-11-07 06:38:00+00:00,2976.199951171875,5
2025-11-07 06:39:00+00:00,2975.75,137
2025-11-07 06:40:00+00:00,2976.64990234375,25
2025-11-07 06:41:00+00:00,2976.5,35
2025-11-07 06:42:00+00:00,2976.64990234375,47
2025-11-07 06:43:00+00:00,2975.550048828125,96
2025-11-07 06:44:00+00:00,2976.0,544
2025-11-07 06:45:00+00:00,2976.85009765625,56
2025-11-07 06:46:00+00:00,2977.10009765625,3100
2025-11-07 06:47:00+00:00,2976.10009765625,96
2025-11-07 06:48:00+00:00,2977.800048828125,7
2025-11-07 06:49:00+00:00,2978.050048828125,20
2025-11-07 06:50:00+00:00,2979.10009765625,63
2025-11-07 06:51:00+00:00,2978.949951171875,140
2025-11-07 06:52:00+00:00,2977.050048828125,1833
2025-11-07 06:53:00+00:00,2976.5,129
2025-11-07 06:54:00+00:00,2976.0,30
2025-11-07 06:55:00+00:00,2975.050048828125,74
2025-11-07 06:56:00+00:00,2977.050048828125,27
2025-11-07 06:57:00+00:00,2977.050048828125,360
2025-11-07 06:58:00+00:00,2979.14990234375,877
2025-11-07 06:59:00+00:00,2979.699951171875,101
2025-11-07 07:00:00+00:00,2979.10009765625,225
2025-11-07 07:01:00+00:00,2978.0,327
2025-11-07 07:02:00+00:00,2978.0,54
2025-11-07 07:03:00+00:00,2977.449951171875,60
2025-11-07 07:04:00+00:00,2977.5,47
2025-11-07 07:05:00+00:00,2977.35009765625,16
2025-11-07 07:06:00+00:00,2976.64990234375,158
2025-11-07 07:07:00+00:00,2976.25,154
2025-11-07 07:08:00+00:00,2976.199951171875,53
2025-11-07 07:09:00+00:00,2978.35009765625,17
2025-11-07 07:10:00+00:00,2979.89990234375,86
2025-11-07 07:11:00+00:00,2979.89990234375,35
2025-11-07 07:12:00+00:00,2980.0,56
2025-11-07 07:13:00+00:00,2981.949951171875,130
2025-11-07 07:14:00+00:00,2981.0,20
2025-11-07 07:15:00+00:00,2980.5,28
2025-11-07 07:16:00+00:00,2981.550048828125,45
2025-11-07 07:17:00+00:00,2980.0,53
2025-11-07 07:18:00+00:00,2978.60009765625,48
2025-11-07 07:19:00+00:00,2980.800048828125,80
2025-11-07 07:20:00+00:00,2980.0,45
2025-11-07 07:21:00+00:00,2980.25,25
2025-11-07 07:22:00+00:00,2980.0,41
2025-11-07 07:23:00+00:00,2976.0,288
2025-11-07 07:24:00+00:00,2976.0,982
2025-11-07 07:25:00+00:00,2975.39990234375,127
2025-11-07 07:26:00+00:00,2976.199951171875,68
2025-11-07 07:27:00+00:00,2977.199951171875,183
2025-11-07 07:28:00+00:00,2975.449951171875,349
2025-11-07 07:29:00+00:00,2975.699951171875,67
2025-11-07 07:30:00+00:00,2976.0,590
2025-11-07 07:31:00+00:00,2976.0,85
2025-11-07 07:32:00+00:00,2976.0,22
2025-11-07 07:33:00+00:00,2976.0,3610
2025-11-07 07:34:00+00:00,2975.85009765625,168
2025-11-07 07:35:00+00:00,2976.0,160
2025-11-07 07:36:00+00:00,2975.949951171875,84
2025-11-07 07:37:00+00:00,2975.0,819
2025-11-07 07:38:00+00:00,2975.0,2176
2025-11-07 07:39:00+00:00,2975.0,8955
2025-11-07 07:40:00+00:00,2975.35009765625,7609
2025-11-07 07:41:00+00:00,2975.949951171875,423
2025-11-07 07:42:00+00:00,2975.050048828125,130
2025-11-07 07:43:00+00:00,2975.0,55
2025-11-07 07:44:00+00:00,2976.300048828125,122
2025-11-07 07:45:00+00:00,2976.0,125
2025-11-07 07:46:00+00:00,2976.0,442
2025-11-07 07:47:00+00:00,2976.35009765625,1144
2025-11-07 07:48:00+00:00,2975.89990234375,74
2025-11-07 07:49:00+00:00,2975.89990234375,90
2025-11-07 07:50:00+00:00,2975.0,54
2025-11-07 07:51:00+00:00,2976.0,238
2025-11-07 07:52:00+00:00,2976.0,519
2025-11-07 07:53:00+00:00,2976.5,318
2025-11-07 07:54:00+00:00,2976.0,80
2025-11-07 07:55:00+00:00,2976.0,1425
2025-11-07 07:56:00+00:00,2977.5,2258
2025-11-07 07:57:00+00:00,2977.0,1097
2025-11-07 07:58:00+00:00,2978.449951171875,269
2025-11-07 07:59:00+00:00,2978.64990234375,46
2025-11-07 08:00:00+00:00,2980.0,2995
2025-11-07 08:01:00+00:00,2980.0,76
2025-11-07 08:02:00+00:00,2980.5,1548
2025-11-07 08:03:00+00:00,2980.39990234375,245
2025-11-07 08:04:00+00:00,2980.0,3232
2025-11-07 08:05:00+00:00,2980.0,4154
2025-11-07 08:06:00+00:00,2980.0,591
2025-11-07 08:07:00+00:00,2979.0,1811
2025-11-07 08:08:00+00:00,2979.60009765625,349
2025-11-07 08:09:00+00:00,2980.0,43
2025-11-07 08:10:00+00:00,2979.0,70
2025-11-07 08:11:00+00:00,2979.0,21
2025-11-07 08:12:00+00:00,2979.949951171875,1007
2025-11-07 08:13:00+00:00,2979.0,127
2025-11-07 08:14:00+00:00,2978.0,45
2025-11-07 08:15:00+00:00,2978.699951171875,70
2025-11-07 08:16:00+00:00,2979.35009765625,124
2025-11-07 08:17:00+00:00,2978.75,54
2025-11-07 08:18:00+00:00,2979.39990234375,123
2025-11-07 08:19:00+00:00,2977.0,217
2025-11-07 08:20:00+00:00,2976.0,142
2025-11-07 08:21:00+00:00,2976.89990234375,67
2025-11-07 08:22:00+00:00,2976.39990234375,80
2025-11-07 08:23:00+00:00,2977.0,98
2025-11-07 08:24:00+00:00,2976.300048828125,52
2025-11-07 08:25:00+00:00,2976.300048828125,228
2025-11-07 08:26:00+00:00,2975.699951171875,126
2025-11-07 08:27:00+00:00,2976.64990234375,25
2025-11-07 08:28:00+00:00,2975.800048828125,317
2025-11-07 08:29:00+00:00,2975.550048828125,3949
2025-11-07 08:30:00+00:00,2973.5,236
2025-11-07 08:31:00+00:00,2973.550048828125,4088
2025-11-07 08:32:00+00:00,2973.5,160
2025-11-07 08:33:00+00:00,2973.050048828125,93
2025-11-07 08:34:00+00:00,2974.10009765625,146
2025-11-07 08:35:00+00:00,2973.10009765625,41
2025-11-07 08:36:00+00:00,2973.14990234375,2896
2025-11-07 08:37:00+00:00,2974.89990234375,484
2025-11-07 08:38:00+00:00,2975.0,37
2025-11-07 08:39:00+00:00,2975.0,27
2025-11-07 08:40:00+00:00,2975.199951171875,258
2025-11-07 08:41:00+00:00,2974.64990234375,3163
2025-11-07 08:42:00+00:00,2974.800048828125,125
2025-11-07 08:43:00+00:00,2973.800048828125,182
2025-11-07 08:44:00+00:00,2974.35009765625,73
2025-11-07 08:45:00+00:00,2975.0,115
2025-11-07 08:46:00+00:00,2975.0,37
2025-11-07 08:47:00+00:00,2975.0,187
2025-11-07 08:48:00+00:00,2975.0,2269
2025-11-07 08:49:00+00:00,2976.60009765625,1504
2025-11-07 08:50:00+00:00,2977.199951171875,21
2025-11-07 08:51:00+00:00,2978.25,98
2025-11-07 08:52:00+00:00,2978.800048828125,73
2025-11-07 08:53:00+00:00,2978.85009765625,63
2025-11-07 08:54:00+00:00,2982.0,284
2025-11-07 08:55:00+00:00,2980.75,52
2025-11-07 08:56:00+00:00,2981.39990234375,192
2025-11-07 08:57:00+00:00,2984.0,21
2025-11-07 08:58:00+00:00,2983.39990234375,14
2025-11-07 08:59:00+00:00,2983.39990234375,203
2025-11-07 09:00:00+00:00,2982.39990234375,265
2025-11-07 09:01:00+00:00,2982.0,165
2025-11-07 09:02:00+00:00,2982.949951171875,106
2025-11-07 09:03:00+00:00,2982.10009765625,49
2025-11-07 09:04:00+00:00,2981.699951171875,85
2025-11-07 09:05:00+00:00,2980.699951171875,33
2025-11-07 09:06:00+00:00,2981.949951171875,105
2025-11-07 09:07:00+00:00,2982.10009765625,81
2025-11-07 09:08:00+00:00,2980.699951171875,63
2025-11-07 09:09:00+00:00,2982.0,49
2025-11-07 09:10:00+00:00,2982.5,192
2025-11-07 09:11:00+00:00,2984.699951171875,410
2025-11-07 09:12:00+00:00,2984.75,166
2025-11-07 09:13:00+00:00,2987.0,8471
2025-11-07 09:14:00+00:00,2988.39990234375,255
2025-11-07 09:15:00+00:00,2988.35009765625,489
2025-11-07 09:16:00+00:00,2990.89990234375,847
2025-11-07 09:17:00+00:00,2990.89990234375,373
2025-11-07 09:18:00+00:00,2990.0,252
2025-11-07 09:19:00+00:00,2991.0,65
2025-11-07 09:20:00+00:00,2991.199951171875,30
2025-11-07 09:21:00+00:00,2990.14990234375,77
2025-11-07 09:22:00+00:00,2990.0,71
2025-11-07 09:23:00+00:00,2991.75,53
2025-11-07 09:24:00+00:00,2992.5,1497
2025-11-07 09:25:00+00:00,2993.699951171875,57
2025-11-07 09:26:00+00:00,2991.85009765625,172
2025-11-07 09:27:00+00:00,2988.60009765625,100
2025-11-07 09:28:00+00:00,2987.0,235
2025-11-07 09:29:00+00:00,2988.64990234375,175
2025-11-07 09:30:00+00:00,2991.10009765625,2068
2025-11-07 09:31:00+00:00,2991.0,241
2025-11-07 09:32:00+00:00,2990.35009765625,72
2025-11-07 09:33:00+00:00,2992.0,1787
2025-11-07 09:34:00+00:00,2990.39990234375,16
2025-11-07 09:35:00+00:00,2991.199951171875,165
2025-11-07 09:36:00+00:00,2991.199951171875,148
2025-11-07 09:37:00+00:00,2989.949951171875,129
2025-11-07 09:38:00+00:00,2991.199951171875,30
2025-11-07 09:39:00+00:00,2990.449951171875,86
2025-11-07 09:40:00+00:00,2991.89990234375,132
2025-11-07 09:41:00+00:00,2992.89990234375,389
2025-11-07 09:42:00+00:00,2992.39990234375,211
2025-11-07 09:43:00+00:00,2991.949951171875,224
2025-11-07 09:44:00+00:00,2990.89990234375,178
2025-11-07 09:45:00+00:00,2993.0,125
2025-11-07 09:46:00+00:00,2995.0,371
2025-11-07 09:47:00+00:00,2994.199951171875,130
2025-11-07 09:48:00+00:00,2993.75,201
2025-11-07 09:49:00+00:00,2993.25,776
2025-11-07 09:50:00+00:00,2992.89990234375,191
2025-11-07 09:51:00+00:00,2994.5,815
2025-11-07 09:52:00+00:00,2993.050048828125,172
2025-11-07 09:53:00+00:00,2993.39990234375,132
2025-11-07 09:54:00+00:00,2991.5,765
2025-11-07 09:55:00+00:00,2994.0,293
2025-11-07 09:56:00+00:00,2993.0,323
2025-11-07 09:57:00+00:00,2993.60009765625,681
2025-11-07 09:58:00+00:00,2993.10009765625,472
2025-11-07 09:59:00+00:00,2992.35009765625,482
2025-11-10 03:45:00+00:00,3002.199951171875,921
2025-11-10 03:46:00+00:00,3005.300048828125,377
2025-11-10 03:47:00+00:00,2998.10009765625,577
2025-11-10 03:48:00+00:00,3003.14990234375,415
2025-11-10 03:49:00+00:00,3003.199951171875,283
2025-11-10 03:50:00+00:00,3010.60009765625,1329
2025-11-10 03:51:00+00:00,3003.699951171875,398
2025-11-10 03:52:00+00:00,3002.0,322
2025-11-10 03:53:00+00:00,3002.300048828125,195
2025-11-10 03:54:00+00:00,3001.10009765625,478
2025-11-10 03:55:00+00:00,3003.5,456
2025-11-10 03:56:00+00:00,3004.949951171875,706
2025-11-10 03:57:00+00:00,3004.300048828125,398
2025-11-10 03:58:00+00:00,3004.10009765625,619
2025-11-10 03:59:00+00:00,3004.050048828125,401
2025-11-10 04:00:00+00:00,3001.0,139
2025-11-10 04:01:00+00:00,3001.050048828125,570
2025-11-10 04:02:00+00:00,3002.300048828125,467
2025-11-10 04:03:00+00:00,3002.0,61
2025-11-10 04:04:00+00:00,3002.10009765625,238
2025-11-10 04:05:00+00:00,3001.60009765625,533
2025-11-10 04:06:00+00:00,3001.699951171875,689
2025-11-10 04:07:00+00:00,3001.85009765625,54
2025-11-10 04:08:00+00:00,3000.449951171875,119
2025-11-10 04:09:00+00:00,2997.5,1210
2025-11-10 04:10:00+00:00,2995.050048828125,188
2025-11-10 04:11:00+00:00,2996.85009765625,256
2025-11-10 04:12:00+00:00,2995.39990234375,367
2025-11-10 04:13:00+00:00,2993.0,381
2025-11-10 04:14:00+00:00,2994.75,148
2025-11-10 04:15:00+00:00,2995.949951171875,135
2025-11-10 04:16:00+00:00,2998.25,77
2025-11-10 04:17:00+00:00,2998.800048828125,225
2025-11-10 04:18:00+00:00,3000.0,418
2025-11-10 04:19:00+00:00,2998.449951171875,260
2025-11-10 04:20:00+00:00,3001.0,205
2025-11-10 04:21:00+00:00,3004.699951171875,266
2025-11-10 04:22:00+00:00,3005.10009765625,243
2025-11-10 04:23:00+00:00,3002.10009765625,454
2025-11-10 04:24:00+00:00,3003.699951171875,88
2025-11-10 04:25:00+00:00,3002.300048828125,334
2025-11-10 04:26:00+00:00,3000.0,54
2025-11-10 04:27:00+00:00,3004.39990234375,400
2025-11-10 04:28:00+00:00,3003.10009765625,74
2025-11-10 04:29:00+00:00,3005.85009765625,441
2025-11-10 04:30:00+00:00,3008.0,838
2025-11-10 04:31:00+00:00,3008.60009765625,1406
2025-11-10 04:32:00+00:00,3009.89990234375,517
2025-11-10 04:33:00+00:00,3009.35009765625,134
2025-11-10 04:34:00+00:00,3010.60009765625,474
2025-11-10 04:35:00+00:00,3011.050048828125,1242
2025-11-10 04:36:00+00:00,3015.39990234375,570
2025-11-10 04:37:00+00:00,3015.449951171875,66
2025-11-10 04:38:00+00:00,3013.75,166
2025-11-10 04:39:00+00:00,3016.0,437
2025-11-10 04:40:00+00:00,3015.60009765625,198
2025-11-10 04:41:00+00:00,3019.5,190
2025-11-10 04:42:00+00:00,3016.75,77
2025-11-10 04:43:00+00:00,3019.550048828125,845
2025-11-10 04:44:00+00:00,3019.800048828125,229
2025-11-10 04:45:00+00:00,3018.699951171875,890
2025-11-10 04:46:00+00:00,3024.5,783
2025-11-10 04:47:00+00:00,3025.39990234375,686
2025-11-10 04:48:00+00:00,3028.75,486
2025-11-10 04:49:00+00:00,3030.0,3954
2025-11-10 04:50:00+00:00,3026.699951171875,153
2025-11-10 04:51:00+00:00,3029.949951171875,774
2025-11-10 04:52:00+00:00,3030.699951171875,267
2025-11-10 04:53:00+00:00,3027.89990234375,241
2025-11-10 04:54:00+00:00,3029.800048828125,598
2025-11-10 04:55:00+00:00,3029.64990234375,32
2025-11-10 04:56:00+00:00,3031.0,690
2025-11-10 04:57:00+00:00,3033.75,543
2025-11-10 04:58:00+00:00,3039.64990234375,4856
2025-11-10 04:59:00+00:00,3037.199951171875,1115
2025-11-10 05:00:00+00:00,3040.39990234375,2384
2025-11-10 05:01:00+00:00,3039.89990234375,644
2025-11-10 05:02:00+00:00,3038.0,415
2025-11-10 05:03:00+00:00,3040.0,413
2025-11-10 05:04:00+00:00,3038.75,106
2025-11-10 05:05:00+00:00,3037.550048828125,271
2025-11-10 05:06:00+00:00,3036.800048828125,2205
2025-11-10 05:07:00+00:00,3032.14990234375,383
2025-11-10 05:08:00+00:00,3034.0,175
2025-11-10 05:09:00+00:00,3035.0,367
2025-11-10 05:10:00+00:00,3035.89990234375,236
2025-11-10 05:11:00+00:00,3035.050048828125,157
2025-11-10 05:12:00+00:00,3036.0,73
2025-11-10 05:13:00+00:00,3036.0,296
2025-11-10 05:14:00+00:00,3036.39990234375,77
2025-11-10 05:15:00+00:00,3034.14990234375,207
2025-11-10 05:16:00+00:00,3034.699951171875,156
2025-11-10 05:17:00+00:00,3033.14990234375,67
2025-11-10 05:18:00+00:00,3034.0,74
2025-11-10 05:19:00+00:00,3033.5,84
2025-11-10 05:20:00+00:00,3034.25,281
2025-11-10 05:21:00+00:00,3035.050048828125,82
2025-11-10 05:22:00+00:00,3034.85009765625,499
2025-11-10 05:23:00+00:00,3036.550048828125,242
2025-11-10 05:24:00+00:00,3039.64990234375,408
2025-11-10 05:25:00+00:00,3038.85009765625,83
2025-11-10 05:26:00+00:00,3037.5,242
2025-11-10 05:27:00+00:00,3037.800048828125,139
2025-11-10 05:28:00+00:00,3038.050048828125,119
2025-11-10 05:29:00+00:00,3037.550048828125,61
2025-11-10 05:30:00+00:00,3038.64990234375,507
2025-11-10 05:31:00+00:00,3039.5,89
2025-11-10 05:32:00+00:00,3041.5,254
2025-11-10 05:33:00+00:00,3041.0,268
2025-11-10 05:34:00+00:00,3039.89990234375,567
2025-11-10 05:35:00+00:00,3043.89990234375,914
2025-11-10 05:36:00+00:00,3042.550048828125,100
2025-11-10 05:37:00+00:00,3043.0,1342
2025-11-10 05:38:00+00:00,3044.0,1058
2025-11-10 05:39:00+00:00,3044.0,635
2025-11-10 05:40:00+00:00,3045.300048828125,368
2025-11-10 05:41:00+00:00,3046.0,410
2025-11-10 05:42:00+00:00,3045.550048828125,180
2025-11-10 05:43:00+00:00,3046.0,190
2025-11-10 05:44:00+00:00,3043.800048828125,219
2025-11-10 05:45:00+00:00,3043.449951171875,331
2025-11-10 05:46:00+00:00,3043.35009765625,72
2025-11-10 05:47:00+00:00,3042.60009765625,93
2025-11-10 05:48:00+00:00,3041.85009765625,366
2025-11-10 05:49:00+00:00,3044.199951171875,272
2025-11-10 05:50:00+00:00,3043.39990234375,40
2025-11-10 05:51:00+00:00,3044.199951171875,102
2025-11-10 05:52:00+00:00,3040.050048828125,101
2025-11-10 05:53:00+00:00,3042.050048828125,154
2025-11-10 05:54:00+00:00,3043.0,268
2025-11-10 05:55:00+00:00,3042.89990234375,25
2025-11-10 05:56:00+00:00,3039.39990234375,381
2025-11-10 05:57:00+00:00,3041.5,167
2025-11-10 05:58:00+00:00,3040.0,174
2025-11-10 05:59:00+00:00,3041.199951171875,214
2025-11-10 06:00:00+00:00,3041.0,75
2025-11-10 06:01:00+00:00,3039.39990234375,191
2025-11-10 06:02:00+00:00,3040.85009765625,228
2025-11-10 06:03:00+00:00,3039.39990234375,184
2025-11-10 06:04:00+00:00,3039.300048828125,241
2025-11-10 06:05:00+00:00,3039.0,283
2025-11-10 06:06:00+00:00,3038.64990234375,177
2025-11-10 06:07:00+00:00,3039.0,210
2025-11-10 06:08:00+00:00,3039.25,55
2025-11-10 06:09:00+00:00,3038.050048828125,89
2025-11-10 06:10:00+00:00,3039.699951171875,20
2025-11-10 06:11:00+00:00,3038.60009765625,76
2025-11-10 06:12:00+00:00,3037.35009765625,268
2025-11-10 06:13:00+00:00,3036.0,105
2025-11-10 06:14:00+00:00,3036.0,159
2025-11-10 06:15:00+00:00,3037.39990234375,162
2025-11-10 06:16:00+00:00,3039.39990234375,11
2025-11-10 06:17:00+00:00,3038.699951171875,70
2025-11-10 06:18:00+00:00,3035.949951171875,41
2025-11-10 06:19:00+00:00,3035.64990234375,124
2025-11-10 06:20:00+00:00,3037.949951171875,99
2025-11-10 06:21:00+00:00,3037.25,38
2025-11-10 06:22:00+00:00,3037.5,11
2025-11-10 06:23:00+00:00,3035.699951171875,355
2025-11-10 06:24:00+00:00,3035.699951171875,6
2025-11-10 06:25:00+00:00,3037.64990234375,72
